snapshot_date,cohort,cohort_label,holdings,win_rate,mean_return,median_return,mean_alpha,sp500_mean_return,avg_days_held,best_symbol,worst_symbol
2026-07-18,top_30,Top 30 by peak score,30,0.3333,-0.0195,-0.0108,-0.0155,-0.004,31.1,TRV,GFS
2026-07-18,score_90,Score ≥ 90,361,0.5346,-0.0033,0.0056,-0.002,-0.0013,41.9,SN,MLI
2026-07-18,score_92,Score ≥ 92,226,0.4912,-0.0097,-0.0001,-0.0072,-0.0025,39.7,SN,MLI
2026-07-18,score_95,Score ≥ 95,48,0.4792,-0.0031,-0.0021,-0.0005,-0.0027,35.6,VLO,STRL
2026-07-17,top_10,Top 10 by peak score,10,0.1,-0.0227,-0.0204,-0.0197,-0.003,31,LLY,NVDA
2026-07-17,top_20,Top 20 by peak score,20,0.35,-0.0165,-0.0056,-0.0136,-0.0029,30.9,TRV,GFS
2026-07-17,top_30,Top 30 by peak score,30,0.3333,-0.0195,-0.0108,-0.0155,-0.004,30.1,TRV,GFS
2026-07-17,score_90,Score ≥ 90,361,0.5346,-0.0033,0.0056,-0.0021,-0.0013,40.9,SN,MLI
2026-07-17,score_92,Score ≥ 92,226,0.4912,-0.0097,-0.0001,-0.0072,-0.0025,38.7,SN,MLI
2026-07-17,score_95,Score ≥ 95,48,0.4792,-0.0031,-0.0021,-0.0005,-0.0027,34.6,VLO,STRL
